#,Best fitness,Average fitness,Worst fitness,Respawn,Finish,Distance,Time,Speed
240,1409.479,702.5233,55.48162,10,False,1066.712,31.12052,76.67375
241,1409.479,730.0332,224.6317,10,False,1066.712,31.12052,76.67375
242,1409.479,762.5292,0,10,False,1066.712,31.12052,76.67375
243,1409.479,843.6955,697.501,10,False,1066.712,31.12052,76.67375
244,1409.479,763.4423,63.19003,10,False,1066.712,31.12052,76.67375
245,1409.479,824.3353,302.8501,10,False,1066.712,31.12052,76.67375
246,1409.479,849.7311,566.0848,10,False,1066.712,31.12052,76.67375
247,1409.538,934.7703,687.4031,10,False,1076.003,32.26055,74.60851
248,1395.932,785.501,401.9062,10,False,1068.253,32.60056,73.29859
249,1395.932,722.8029,304.169,10,False,1068.253,32.60056,73.29859
250,1396.264,682.6351,0,10,False,1079.08,34.02059,70.95096
251,1396.264,862.782,515.3389,10,False,1079.08,34.02059,70.95096
252,1396.264,796.3093,30.40623,10,False,1079.08,34.02059,70.95096
253,1396.264,816.7027,422.7578,10,False,1079.08,34.02059,70.95096
254,1396.264,862.8039,591.7239,10,False,1079.08,34.02059,70.95096
255,1396.264,767.4504,302.7852,10,False,1079.08,34.02059,70.95096
256,1587.223,843.5111,101.4264,10,False,1305.305,46.30087,63.06226
257,1587.223,831.2762,0,10,False,1305.305,46.30087,63.06226
258,1587.223,755.2865,293.316,10,False,1305.305,46.30087,63.06226
259,1587.223,619.859,0,10,False,1305.305,46.30087,63.06226
260,1587.223,630.6292,64.42734,10,False,1305.305,46.30087,63.06226
261,1587.223,654.8872,67.54099,10,False,1305.305,46.30087,63.06226
262,1587.223,864.2524,183.0256,10,False,1305.305,46.30087,63.06226
263,1554.798,812.0098,132.4637,10,False,1269.623,44.52083,63.79083
264,1554.798,902.4572,369.7962,10,False,1269.623,44.52083,63.79083
265,1554.798,872.923,491.8958,10,False,1269.623,44.52083,63.79083
266,1587.223,840.465,0,10,False,1305.305,46.30087,63.06226
267,1554.798,824.5801,123.4192,10,False,1269.623,44.52083,63.79083
268,1620.309,866.9288,132.4637,10,False,1322.463,44.40083,66.62527
269,1554.798,810.9116,194.0335,10,False,1269.623,44.52083,63.79083
270,1587.223,943.2238,6.931005,10,False,1305.305,46.30087,63.06226
271,1554.798,807.0571,187.5733,10,False,1269.623,44.52083,63.79083
272,1587.223,811.1598,123.1944,10,False,1305.305,46.30087,63.06226
273,1587.223,805.148,68.01771,10,False,1305.305,46.30087,63.06226
274,1554.798,827.546,175.7064,10,False,1269.623,44.52083,63.79083
275,1587.223,835.0579,122.2662,10,False,1305.305,46.30087,63.06226
276,1554.798,802.675,123.4899,10,False,1269.623,44.52083,63.79083
277,1587.223,743.6472,123.9165,10,False,1305.305,46.30087,63.06226
278,1554.798,893.5073,160.568,10,False,1269.623,44.52083,63.79083
279,1587.223,699.3794,127.5005,10,False,1305.305,46.30087,63.06226
280,1587.223,763.8895,93.21269,10,False,1305.305,46.30087,63.06226
281,1587.223,690.0804,151.7284,10,False,1305.305,46.30087,63.06226
282,1587.223,913.5288,691.5873,10,False,1305.305,46.30087,63.06226
283,1587.223,774.1372,76.11835,10,False,1305.305,46.30087,63.06226
284,1587.223,709.2194,123.0674,10,False,1305.305,46.30087,63.06226
285,1587.223,766.6967,140.858,10,False,1305.305,46.30087,63.06226
286,1587.223,649.8768,63.42104,10,False,1305.305,46.30087,63.06226
287,1587.223,601.0645,11.56965,10,False,1305.305,46.30087,63.06226
288,1587.223,759.3143,164.8999,10,False,1305.305,46.30087,63.06226
289,1587.223,800.8075,132.7269,10,False,1305.305,46.30087,63.06226
290,1587.223,883.1896,724.1554,10,False,1305.305,46.30087,63.06226
291,1587.223,735.0949,52.08301,10,False,1305.305,46.30087,63.06226
292,1587.223,850.348,134.4074,10,False,1305.305,46.30087,63.06226
293,1587.223,969.4365,528.2991,10,False,1305.305,46.30087,63.06226
294,1587.223,862.8574,171.3939,10,False,1305.305,46.30087,63.06226
295,1465.715,665.059,0,10,False,1266.084,63.42126,44.65543
296,1493.73,840.1632,151.4814,10,False,1302.522,68.12058,42.77138
297,1465.715,694.4757,135.237,10,False,1266.084,63.42126,44.65543
298,1465.715,866.3929,621.8298,10,False,1266.084,63.42126,44.65543
299,1493.73,850.6592,116.8788,10,False,1302.522,68.12058,42.77138
300,1465.715,784.407,131.99,10,False,1266.084,63.42126,44.65543
301,1465.715,780.5204,0,10,False,1266.084,63.42126,44.65543
302,1465.715,626.8929,21.13802,10,False,1266.084,63.42126,44.65543
303,1465.715,745.6866,302.0137,10,False,1266.084,63.42126,44.65543
304,1493.73,758.7141,11.09257,10,False,1302.522,68.12058,42.77138
305,1465.715,783.5967,37.58543,10,False,1266.084,63.42126,44.65543
306,1493.73,704.2438,48.02263,10,False,1302.522,68.12058,42.77138
307,1499.675,761.2314,49.73125,10,False,1232.928,46.22087,59.66865
308,1499.675,722.8578,107.5255,10,False,1232.928,46.22087,59.66865
309,1580,760.7311,0,10,False,1283.569,43.3008,66.30862
310,1499.675,691.9585,115.4543,10,False,1232.928,46.22087,59.66865
311,1499.675,752.7413,418.443,10,False,1232.928,46.22087,59.66865
312,1499.675,708.5414,291.9327,10,False,1232.928,46.22087,59.66865
313,1499.675,642.4568,0,10,False,1232.928,46.22087,59.66865
314,747.8759,611.8383,16.45651,10,False,454.5931,15.50016,65.60442
315,957.5773,525.6745,0,10,False,726.3931,31.42053,51.7136
316,1513.962,600.9725,0,10,False,1293.464,58.66115,49.3231
317,1335.469,768.6799,495.36,10,False,1087.98,43.96082,55.36072
318,1335.469,717.6595,188.5249,10,False,1087.98,43.96082,55.36072
319,745.1826,400.7873,36.78942,10,False,453.87,15.58017,65.16373
320,781.3995,648.4843,161.101,10,False,484.0654,16.28018,66.51068
321,792.9516,562.5433,42.32491,10,False,480.7679,15.40016,69.83237
322,792.9516,592.1932,119.3835,11,False,480.7679,15.40016,69.83237
323,851.2667,637.116,58.83612,10,False,575.7784,20.90029,61.62397
324,851.2667,655.6642,62.932,10,False,575.7784,20.90029,61.62397
325,1375.053,712.7476,6.931005,10,False,1083.609,37.18066,65.19315
326,851.2667,688.2767,109.4242,10,False,575.7784,20.90029,61.62397
327,1018.048,578.1,48.43657,10,False,683.1671,20.40028,74.9096
328,1018.048,791.3132,690.2955,10,False,683.1671,20.40028,74.9096
329,1018.048,687.9501,10.09056,10,False,683.1671,20.40028,74.9096
330,1018.048,594.8256,74.15343,10,False,683.1671,20.40028,74.9096
